,property,listing_title,is_sponsored,listing_id,listing_url,number_reviews,listing_rank,all_rank,common_icons,is_special_offer,from_rate
121,property,      Aston Pluit Hotel & Residence,False,3199516,https://www.tripadvisor.com/Hotel_Review-g294229-d3199516-Reviews-Aston_Pluit_Hotel_Residence-Jakarta_Java.html,1705,122,"2,075",Free Wifi Free parking ,False,0
122,property,      ibis Styles Jakarta Simatupang,False,17757815,https://www.tripadvisor.com/Hotel_Review-g294229-d17757815-Reviews-Ibis_Styles_Jakarta_Simatupang-Jakarta_Java.html,125,123,"2,075",Free Wifi Free parking ,False,0
123,property,      Mercure Jakarta Sabang,False,1205467,https://www.tripadvisor.com/Hotel_Review-g294229-d1205467-Reviews-Mercure_Jakarta_Sabang-Jakarta_Java.html,1698,124,"2,075",Free Wifi Free parking ,False,0
124,property,      Grand Mercure Jakarta Kemayoran,False,8566315,https://www.tripadvisor.com/Hotel_Review-g294229-d8566315-Reviews-Grand_Mercure_Jakarta_Kemayoran-Jakarta_Java.html,2683,125,"2,075",Free Wifi Free parking ,False,0
125,property,      Novotel Jakarta Cikini,False,17722116,https://www.tripadvisor.com/Hotel_Review-g294229-d17722116-Reviews-Novotel_Jakarta_Cikini-Jakarta_Java.html,182,126,"2,075",Free Wifi Free parking ,False,0
126,property,      Pullman Jakarta Central Park,False,2285994,https://www.tripadvisor.com/Hotel_Review-g294229-d2285994-Reviews-Pullman_Jakarta_Central_Park-Jakarta_Java.html,2948,127,"2,075",Free Wifi Free parking ,False,0
127,property,      Grand Mercure Jakarta Harmoni,False,3530328,https://www.tripadvisor.com/Hotel_Review-g294229-d3530328-Reviews-Grand_Mercure_Jakarta_Harmoni-Jakarta_Java.html,1783,128,"2,075",Free Wifi Free parking ,False,0
128,property,      Ibis Styles Jakarta Sunter,False,8464436,https://www.tripadvisor.com/Hotel_Review-g294229-d8464436-Reviews-Ibis_Styles_Jakarta_Sunter-Jakarta_Java.html,268,129,"2,075",Free Wifi Free parking ,False,0
129,property,      Gran Melia Jakarta,False,302646,https://www.tripadvisor.com/Hotel_Review-g294229-d302646-Reviews-Gran_Melia_Jakarta-Jakarta_Java.html,2527,130,"2,075",Free Wifi Free parking ,True,0
130,property,      Ibis Jakarta Slipi,False,299555,https://www.tripadvisor.com/Hotel_Review-g294229-d299555-Reviews-Ibis_Jakarta_Slipi-Jakarta_Java.html,908,131,"2,075",Free Wifi Pool ,False,0
131,property,      JW Marriott Hotel Jakarta,False,299758,https://www.tripadvisor.com/Hotel_Review-g294229-d299758-Reviews-JW_Marriott_Hotel_Jakarta-Jakarta_Java.html,1631,132,"2,075",Free parking Pool ,True,0
132,property,      Somerset Berlian Jakarta,False,648914,https://www.tripadvisor.com/Hotel_Review-g294229-d648914-Reviews-Somerset_Berlian_Jakarta-Jakarta_Java.html,282,133,"2,075",Free Wifi Free parking ,False,0
133,property,      Hotel Santika Kelapa Gading,False,7651686,https://www.tripadvisor.com/Hotel_Review-g294229-d7651686-Reviews-Hotel_Santika_Kelapa_Gading-Jakarta_Java.html,125,134,"2,075",Free Wifi Free parking ,False,0
134,property,      d'primahotel ITC Mangga Dua,False,6575677,https://www.tripadvisor.com/Hotel_Review-g294229-d6575677-Reviews-D_primahotel_ITC_Mangga_Dua-Jakarta_Java.html,25,135,"2,075",Free Wifi ,False,0
135,property,"      The Ritz-Carlton Jakarta, Mega Kuningan",False,582030,https://www.tripadvisor.com/Hotel_Review-g294229-d582030-Reviews-The_Ritz_Carlton_Jakarta_Mega_Kuningan-Jakarta_Java.html,2174,136,"2,075",Free Wifi Pool ,True,0
136,property,      Swiss-Belresidences Rasuna Epicentrum,False,7708961,https://www.tripadvisor.com/Hotel_Review-g294229-d7708961-Reviews-Swiss_Belresidences_Rasuna_Epicentrum-Jakarta_Java.html,148,137,"2,075",Free Wifi Free parking ,False,0
137,property,      HARRIS Hotel & Conventions Kelapa Gading,False,1752473,https://www.tripadvisor.com/Hotel_Review-g294229-d1752473-Reviews-HARRIS_Hotel_Conventions_Kelapa_Gading-Jakarta_Java.html,969,138,"2,075",Free Wifi Free parking ,False,0
138,property,      Millennium Hotel Sirih Jakarta,False,301626,https://www.tripadvisor.com/Hotel_Review-g294229-d301626-Reviews-Millennium_Hotel_Sirih_Jakarta-Jakarta_Java.html,1300,139,"2,075",Free Wifi Free parking ,False,0
139,property,      Pejaten Valley Residence,False,8803634,https://www.tripadvisor.com/Hotel_Review-g294229-d8803634-Reviews-Pejaten_Valley_Residence-Jakarta_Java.html,10,140,"2,075",Free Wifi Free parking ,False,0
140,property,      77 Sunset Plaza,False,3156427,https://www.tripadvisor.com/Hotel_Review-g294229-d3156427-Reviews-77_Sunset_Plaza-Jakarta_Java.html,14,141,"2,075",Free Wifi Beach ,False,0
141,property,      Couleur Hotel Jakarta,False,8630326,https://www.tripadvisor.com/Hotel_Review-g294229-d8630326-Reviews-Couleur_Hotel_Jakarta-Jakarta_Java.html,7,142,"2,075",Free Wifi Restaurant ,False,0
142,property,"      The Ritz-Carlton Jakarta, Pacific Place",False,656619,https://www.tripadvisor.com/Hotel_Review-g294229-d656619-Reviews-The_Ritz_Carlton_Jakarta_Pacific_Place-Jakarta_Java.html,1448,143,"2,075",Free Wifi Free parking ,True,0
143,property,      Hotel Santika Premiere Slipi,False,308534,https://www.tripadvisor.com/Hotel_Review-g294229-d308534-Reviews-Hotel_Santika_Premiere_Slipi-Jakarta_Java.html,930,144,"2,075",Free Wifi Free parking ,False,0
144,property,      Novotel Jakarta Mangga Dua Square,False,578291,https://www.tripadvisor.com/Hotel_Review-g294229-d578291-Reviews-Novotel_Jakarta_Mangga_Dua_Square-Jakarta_Java.html,2011,145,"2,075",Free Wifi Free parking ,False,0
145,property,"      Hotel Mulia Senayan, Jakarta",False,307130,https://www.tripadvisor.com/Hotel_Review-g294229-d307130-Reviews-Hotel_Mulia_Senayan_Jakarta-Jakarta_Java.html,2962,146,"2,075",Free Wifi Free parking ,False,0
146,property,      Holiday Inn Jakarta Kemayoran,False,3532468,https://www.tripadvisor.com/Hotel_Review-g294229-d3532468-Reviews-Holiday_Inn_Jakarta_Kemayoran-Jakarta_Java.html,1173,147,"2,075",Free Wifi Free parking ,False,0
147,property,      Aston Kartika Grogol Hotel & Conference Center,False,17399161,https://www.tripadvisor.com/Hotel_Review-g294229-d17399161-Reviews-Aston_Kartika_Grogol_Hotel_Conference_Center-Jakarta_Java.html,163,148,"2,075",Free Wifi Free parking ,False,0
148,property,      Orchardz Hotel Jayakarta,False,3427042,https://www.tripadvisor.com/Hotel_Review-g294229-d3427042-Reviews-Orchardz_Hotel_Jayakarta-Jakarta_Java.html,144,149,"2,075",Free Wifi Free parking ,False,0
149,property,      RedStar Hotel,False,6207939,https://www.tripadvisor.com/Hotel_Review-g294229-d6207939-Reviews-RedStar_Hotel-Jakarta_Java.html,9,150,"2,075",Free Wifi Restaurant ,False,0
150,property,"      The Hermitage, a Tribute Portfolio Hotel, Jakarta",False,5555260,https://www.tripadvisor.com/Hotel_Review-g294229-d5555260-Reviews-The_Hermitage_a_Tribute_Portfolio_Hotel_Jakarta-Jakarta_Java.html,608,151,"2,075",Free Wifi Free parking ,False,0
151,property,      Holiday Inn & Suites Jakarta Gajah Mada,False,8678433,https://www.tripadvisor.com/Hotel_Review-g294229-d8678433-Reviews-Holiday_Inn_Suites_Jakarta_Gajah_Mada-Jakarta_Java.html,269,152,"2,075",Free Wifi Free parking ,False,0
152,property,      Capsule Hotel Old Batavia,False,6833338,https://www.tripadvisor.com/Hotel_Review-g294229-d6833338-Reviews-Capsule_Hotel_Old_Batavia-Jakarta_Java.html,391,153,"2,075",Free Wifi ,False,0
153,property,      Sheraton Grand Jakarta Gandaria City Hotel,False,8523262,https://www.tripadvisor.com/Hotel_Review-g294229-d8523262-Reviews-Sheraton_Grand_Jakarta_Gandaria_City_Hotel-Jakarta_Java.html,586,154,"2,075",Free Wifi Free parking ,False,0
154,property,      Ibis Styles Jakarta Gajah Mada,False,4562833,https://www.tripadvisor.com/Hotel_Review-g294229-d4562833-Reviews-Ibis_Styles_Jakarta_Gajah_Mada-Jakarta_Java.html,352,155,"2,075",Free Wifi Free parking ,False,0
155,property,"      The Mayflower, Jakarta - Marriott Executive Apartments",False,639538,https://www.tripadvisor.com/Hotel_Review-g294229-d639538-Reviews-The_Mayflower_Jakarta_Marriott_Executive_Apartments-Jakarta_Java.html,322,156,"2,075",Free parking Pool ,False,0
156,property,      Ibis Jakarta Tamarin,False,307131,https://www.tripadvisor.com/Hotel_Review-g294229-d307131-Reviews-Ibis_Jakarta_Tamarin-Jakarta_Java.html,645,157,"2,075",Free Wifi Free parking ,False,0
157,property,"      Four Points by Sheraton Jakarta, Thamrin",False,10685732,https://www.tripadvisor.com/Hotel_Review-g294229-d10685732-Reviews-Four_Points_by_Sheraton_Jakarta_Thamrin-Jakarta_Java.html,581,158,"2,075",Free Wifi Free parking ,False,0
158,property,      POP! Hotel Kelapa Gading Jakarta,False,7237331,https://www.tripadvisor.com/Hotel_Review-g294229-d7237331-Reviews-POP_Hotel_Kelapa_Gading_Jakarta-Jakarta_Java.html,415,159,"2,075",Free Wifi ,False,0
159,property,      Kemang Icon Hotel,False,633735,https://www.tripadvisor.com/Hotel_Review-g294229-d633735-Reviews-Kemang_Icon_Hotel-Jakarta_Java.html,202,160,"2,075",Free Wifi Free parking ,False,0
160,property,      Mercure Jakarta Kota,False,299574,https://www.tripadvisor.com/Hotel_Review-g294229-d299574-Reviews-Mercure_Jakarta_Kota-Jakarta_Java.html,783,161,"2,075",Free Wifi Free parking ,False,0
161,property,      Aloft Jakarta Wahid Hasyim,False,12716785,https://www.tripadvisor.com/Hotel_Review-g294229-d12716785-Reviews-Aloft_Jakarta_Wahid_Hasyim-Jakarta_Java.html,176,162,"2,075",Free Wifi Free parking ,False,0
162,property,      Pesona Guest House Jakarta,False,6929896,https://www.tripadvisor.com/Hotel_Review-g294229-d6929896-Reviews-Pesona_Guest_House_Jakarta-Jakarta_Java.html,69,163,"2,075",Free Wifi Pool ,False,0
163,property,      Aloft Jakarta TB Simatupang,False,20303535,https://www.tripadvisor.com/Hotel_Review-g294229-d20303535-Reviews-Aloft_Jakarta_TB_Simatupang-Jakarta_Java.html,6,164,"2,075",Free Wifi Pool ,False,0
164,property,      The Falatehan Hotel by Safin,False,4886666,https://www.tripadvisor.com/Hotel_Review-g294229-d4886666-Reviews-The_Falatehan_Hotel_by_Safin-Jakarta_Java.html,53,165,"2,075",Free Wifi Restaurant ,False,0
165,property,      OYO 919 Hotel Kalisma Syariah,False,3498308,https://www.tripadvisor.com/Hotel_Review-g294229-d3498308-Reviews-OYO_919_Hotel_Kalisma_Syariah-Jakarta_Java.html,6,166,"2,075",Free Wifi Free parking ,False,0
166,property,      Amaroossa Cosmo Jakarta,False,5308187,https://www.tripadvisor.com/Hotel_Review-g294229-d5308187-Reviews-Amaroossa_Cosmo_Jakarta-Jakarta_Java.html,239,167,"2,075",Free Wifi Free parking ,False,0
167,property,      OYO Flagship 766 Prima Orchard,False,19246671,https://www.tripadvisor.com/Hotel_Review-g294229-d19246671-Reviews-OYO_Flagship_766_Prima_Orchard-Jakarta_Java.html,1,168,"2,075",,False,0
168,property,      Titanium Express HomTel,False,12664259,https://www.tripadvisor.com/Hotel_Review-g294229-d12664259-Reviews-Titanium_Express_HomTel-Jakarta_Java.html,3,169,"2,075",Free Wifi Free parking ,False,0
169,property,      Hotel Gren Alia Jakarta,False,7488993,https://www.tripadvisor.com/Hotel_Review-g294229-d7488993-Reviews-Hotel_Gren_Alia_Jakarta-Jakarta_Java.html,17,170,"2,075",Free Wifi Restaurant ,False,0
170,property,      CoHaus,False,15580378,https://www.tripadvisor.com/Hotel_Review-g294229-d15580378-Reviews-CoHaus-Jakarta_Java.html,6,171,"2,075",Free Wifi Free parking ,False,0
171,property,      Oakwood Suites La Maison Jakarta,False,12049045,https://www.tripadvisor.com/Hotel_Review-g294229-d12049045-Reviews-Oakwood_Suites_La_Maison_Jakarta-Jakarta_Java.html,442,172,"2,075",Free Wifi Free parking ,False,0
172,property,      Hotel Borobudur Jakarta,False,306848,https://www.tripadvisor.com/Hotel_Review-g294229-d306848-Reviews-Hotel_Borobudur_Jakarta-Jakarta_Java.html,1713,173,"2,075",Free parking Pool ,False,0
173,property,      AYANA Midplaza JAKARTA,False,299129,https://www.tripadvisor.com/Hotel_Review-g294229-d299129-Reviews-AYANA_Midplaza_JAKARTA-Jakarta_Java.html,1448,174,"2,075",Free Wifi Pool ,False,0
174,property,      ibis Styles Jakarta Tanah Abang,False,17366720,https://www.tripadvisor.com/Hotel_Review-g294229-d17366720-Reviews-Ibis_Styles_Jakarta_Tanah_Abang-Jakarta_Java.html,45,175,"2,075",Free Wifi Free parking ,False,0
175,property,      V Hotel Jakarta,False,3784778,https://www.tripadvisor.com/Hotel_Review-g294229-d3784778-Reviews-V_Hotel_Jakarta-Jakarta_Java.html,78,176,"2,075",Free Wifi Free parking ,False,0
176,property,      Sparks Life Jakarta,False,543235,https://www.tripadvisor.com/Hotel_Review-g294229-d543235-Reviews-Sparks_Life_Jakarta-Jakarta_Java.html,105,177,"2,075",Free Wifi Free parking ,False,0
177,property,      Hotel 88 - Mangga Besar VIII,False,3784296,https://www.tripadvisor.com/Hotel_Review-g294229-d3784296-Reviews-Hotel_88_Mangga_Besar_VIII-Jakarta_Java.html,39,178,"2,075",Free Wifi Restaurant ,False,0
178,property,      Grand Paragon Hotel,False,8705011,https://www.tripadvisor.com/Hotel_Review-g294229-d8705011-Reviews-Grand_Paragon_Hotel-Jakarta_Java.html,24,179,"2,075",Free Wifi Restaurant ,False,0
179,property,      Hotel 88 Mangga Besar 120,False,2348330,https://www.tripadvisor.com/Hotel_Review-g294229-d2348330-Reviews-Hotel_88_Mangga_Besar_120-Jakarta_Java.html,55,180,"2,075",Free Wifi Free parking ,False,0
180,property,      Leisure Inn Arion Hotel,False,21087581,https://www.tripadvisor.com/Hotel_Review-g294229-d21087581-Reviews-Leisure_Inn_Arion_Hotel-Jakarta_Java.html,1,181,"2,075",Free Wifi Free parking ,False,0
181,property,      Wisma Gading Indah,False,8803630,https://www.tripadvisor.com/Hotel_Review-g294229-d8803630-Reviews-Wisma_Gading_Indah-Jakarta_Java.html,3,182,"2,075",Free Wifi Free parking ,False,0
182,property,      Dragon Inn Kemayoran,False,3963603,https://www.tripadvisor.com/Hotel_Review-g294229-d3963603-Reviews-Dragon_Inn_Kemayoran-Jakarta_Java.html,24,183,"2,075",Free Wifi Free parking ,False,0
183,property,      Kemang Place,False,3253489,https://www.tripadvisor.com/Hotel_Review-g294229-d3253489-Reviews-Kemang_Place-Jakarta_Java.html,1,184,"2,075",Restaurant Room service ,False,0
184,property,      Fiducia Hotel Otista 157,False,3784922,https://www.tripadvisor.com/Hotel_Review-g294229-d3784922-Reviews-Fiducia_Hotel_Otista_157-Jakarta_Java.html,3,185,"2,075",Restaurant Room service ,False,0
185,property,      Pulau Bidadari Resort,False,3479024,https://www.tripadvisor.com/Hotel_Review-g294229-d3479024-Reviews-Pulau_Bidadari_Resort-Jakarta_Java.html,25,186,"2,075",Beach ,False,0
186,property,      Roosseno Plaza,False,8090294,https://www.tripadvisor.com/Hotel_Review-g294229-d8090294-Reviews-Roosseno_Plaza-Jakarta_Java.html,2,187,"2,075",Free Wifi Free parking ,False,0
187,property,      Fraser Residence Sudirman Jakarta,False,2017728,https://www.tripadvisor.com/Hotel_Review-g294229-d2017728-Reviews-Fraser_Residence_Sudirman_Jakarta-Jakarta_Java.html,302,188,"2,075",Free Wifi Free parking ,False,0
188,property,      Ibis Styles Jakarta Mangga Dua Square Hotel,False,7141329,https://www.tripadvisor.com/Hotel_Review-g294229-d7141329-Reviews-Ibis_Styles_Jakarta_Mangga_Dua_Square_Hotel-Jakarta_Java.html,479,189,"2,075",Free Wifi Free parking ,False,0
189,property,      Mercure Convention Center,False,299599,https://www.tripadvisor.com/Hotel_Review-g294229-d299599-Reviews-Mercure_Convention_Center-Jakarta_Java.html,1483,190,"2,075",Free Wifi Free parking ,False,0
190,property,      Oakwood Premier Cozmo Jakarta,False,1157099,https://www.tripadvisor.com/Hotel_Review-g294229-d1157099-Reviews-Oakwood_Premier_Cozmo_Jakarta-Jakarta_Java.html,551,191,"2,075",Free parking Pool ,False,0
191,property,      The Dharmawangsa Jakarta,False,301943,https://www.tripadvisor.com/Hotel_Review-g294229-d301943-Reviews-The_Dharmawangsa_Jakarta-Jakarta_Java.html,618,192,"2,075",Free Wifi Free parking ,False,0
192,property,      Cemara Hotel,False,1991493,https://www.tripadvisor.com/Hotel_Review-g294229-d1991493-Reviews-Cemara_Hotel-Jakarta_Java.html,228,193,"2,075",Free Wifi Free parking ,False,0
193,property,      Mercure Jakarta Cikini,False,7309291,https://www.tripadvisor.com/Hotel_Review-g294229-d7309291-Reviews-Mercure_Jakarta_Cikini-Jakarta_Java.html,485,194,"2,075",Free Wifi Free parking ,True,0
194,property,      Hotel Grandhika Iskandarsyah,False,8126648,https://www.tripadvisor.com/Hotel_Review-g294229-d8126648-Reviews-Hotel_Grandhika_Iskandarsyah-Jakarta_Java.html,361,195,"2,075",Free Wifi Free parking ,False,0
195,property,      InterContinental Jakarta Pondok Indah,False,13960555,https://www.tripadvisor.com/Hotel_Review-g294229-d13960555-Reviews-InterContinental_Jakarta_Pondok_Indah-Jakarta_Java.html,150,196,"2,075",Free Wifi Free parking ,False,0
196,property,      HARRIS Hotel Tebet,False,634503,https://www.tripadvisor.com/Hotel_Review-g294229-d634503-Reviews-HARRIS_Hotel_Tebet-Jakarta_Java.html,574,197,"2,075",Free Wifi Pool ,False,0
197,property,      Aston Priority Simatupang Hotel & Conference Center,False,7037894,https://www.tripadvisor.com/Hotel_Review-g294229-d7037894-Reviews-Aston_Priority_Simatupang_Hotel_Conference_Center-Jakarta_Java.html,861,198,"2,075",Free Wifi Free parking ,False,0
198,property,      POP! Hotel Kemang Jakarta,False,6433671,https://www.tripadvisor.com/Hotel_Review-g294229-d6433671-Reviews-POP_Hotel_Kemang_Jakarta-Jakarta_Java.html,474,199,"2,075",Free Wifi Free parking ,False,0
199,property,      JS Luwansa Hotel and Convention Center,False,3843023,https://www.tripadvisor.com/Hotel_Review-g294229-d3843023-Reviews-JS_Luwansa_Hotel_and_Convention_Center-Jakarta_Java.html,593,200,"2,075",Free Wifi Free parking ,False,0
200,property,      Ibis Budget Jakarta Daan Mogot,False,7365889,https://www.tripadvisor.com/Hotel_Review-g294229-d7365889-Reviews-Ibis_Budget_Jakarta_Daan_Mogot-Jakarta_Java.html,427,201,"2,075",Free Wifi Restaurant ,False,0
201,property,      Le Meridien Jakarta,False,301933,https://www.tripadvisor.com/Hotel_Review-g294229-d301933-Reviews-Le_Meridien_Jakarta-Jakarta_Java.html,1324,202,"2,075",Free Wifi Free parking ,True,0
202,property,      Bed and Breakfast Tomang,False,3752953,https://www.tripadvisor.com/Hotel_Review-g294229-d3752953-Reviews-Bed_and_Breakfast_Tomang-Jakarta_Java.html,209,203,"2,075",Free Wifi ,False,0
203,property,      Acacia Hotel,False,562520,https://www.tripadvisor.com/Hotel_Review-g294229-d562520-Reviews-Acacia_Hotel-Jakarta_Java.html,249,204,"2,075",Free Wifi Pool ,False,0
204,property,"      Keraton at The Plaza, a Luxury Collection Hotel, Jakarta (Marriott Bonvoy)",False,2558479,https://www.tripadvisor.com/Hotel_Review-g294229-d2558479-Reviews-Keraton_at_The_Plaza_a_Luxury_Collection_Hotel_Jakarta_Marriott_Bonvoy-Jakarta_Java.html,784,205,"2,075",Free Wifi Pool ,True,0
205,property,      The Packer Lodge Jakarta,False,6728744,https://www.tripadvisor.com/Hotel_Review-g294229-d6728744-Reviews-The_Packer_Lodge_Jakarta-Jakarta_Java.html,422,206,"2,075",Free Wifi ,False,0
206,property,      Grand Tjokro Jakarta,False,7684155,https://www.tripadvisor.com/Hotel_Review-g294229-d7684155-Reviews-Grand_Tjokro_Jakarta-Jakarta_Java.html,333,207,"2,075",Free Wifi Free parking ,False,0
207,property,      Ibis Jakarta Harmoni,False,7391149,https://www.tripadvisor.com/Hotel_Review-g294229-d7391149-Reviews-Ibis_Jakarta_Harmoni-Jakarta_Java.html,325,208,"2,075",Free Wifi Free parking ,False,0
208,property,      Wyndham Casablanca Jakarta,False,306854,https://www.tripadvisor.com/Hotel_Review-g294229-d306854-Reviews-Wyndham_Casablanca_Jakarta-Jakarta_Java.html,676,209,"2,075",Free Wifi Free parking ,False,0
209,property,      Best Western Mangga Dua Hotel and Residence,False,2151561,https://www.tripadvisor.com/Hotel_Review-g294229-d2151561-Reviews-Best_Western_Mangga_Dua_Hotel_and_Residence-Jakarta_Java.html,716,210,"2,075",Free Wifi Free parking ,False,0
210,property,      Liberty Hotel Thamrin Jakarta,False,10167269,https://www.tripadvisor.com/Hotel_Review-g294229-d10167269-Reviews-Liberty_Hotel_Thamrin_Jakarta-Jakarta_Java.html,131,211,"2,075",Free Wifi Free parking ,False,0
211,property,      Ibis Jakarta Arcadia,False,299554,https://www.tripadvisor.com/Hotel_Review-g294229-d299554-Reviews-Ibis_Jakarta_Arcadia-Jakarta_Java.html,801,212,"2,075",Free Wifi Free parking ,False,0
212,property,      Swiss-Belhotel Mangga Besar,False,1631062,https://www.tripadvisor.com/Hotel_Review-g294229-d1631062-Reviews-Swiss_Belhotel_Mangga_Besar-Jakarta_Java.html,592,213,"2,075",Free Wifi Free parking ,False,0
213,property,      Mercure Jakarta Batavia,False,562540,https://www.tripadvisor.com/Hotel_Review-g294229-d562540-Reviews-Mercure_Jakarta_Batavia-Jakarta_Java.html,241,214,"2,075",Free Wifi Free parking ,False,0
214,property,      favehotel Pasar Baru,False,3492398,https://www.tripadvisor.com/Hotel_Review-g294229-d3492398-Reviews-Favehotel_Pasar_Baru-Jakarta_Java.html,314,215,"2,075",Free Wifi Free parking ,False,0
215,property,      all seasons Jakarta Thamrin,False,4563424,https://www.tripadvisor.com/Hotel_Review-g294229-d4563424-Reviews-All_seasons_Jakarta_Thamrin-Jakarta_Java.html,730,216,"2,075",Free Wifi Free parking ,False,0
216,property,      Holiday Inn Express Jakarta Thamrin,False,5029658,https://www.tripadvisor.com/Hotel_Review-g294229-d5029658-Reviews-Holiday_Inn_Express_Jakarta_Thamrin-Jakarta_Java.html,357,217,"2,075",Free Wifi Free parking ,False,0
217,property,      Hotel Neo Melawai - Jakarta,False,4062679,https://www.tripadvisor.com/Hotel_Review-g294229-d4062679-Reviews-Hotel_Neo_Melawai_Jakarta-Jakarta_Java.html,294,218,"2,075",Free Wifi Free parking ,False,0
218,property,      Wonderloft Hostel,False,12250806,https://www.tripadvisor.com/Hotel_Review-g294229-d12250806-Reviews-Wonderloft_Hostel-Jakarta_Java.html,69,219,"2,075",Free Wifi ,False,0
219,property,      Hotel Des Indes Menteng,False,17527603,https://www.tripadvisor.com/Hotel_Review-g294229-d17527603-Reviews-Hotel_Des_Indes_Menteng-Jakarta_Java.html,42,220,"2,075",Free Wifi Restaurant ,False,0
220,property,      Crowne Plaza Hotel Jakarta,False,307135,https://www.tripadvisor.com/Hotel_Review-g294229-d307135-Reviews-Crowne_Plaza_Hotel_Jakarta-Jakarta_Java.html,705,221,"2,075",Free Wifi Restaurant ,False,0
221,property,      Hotel Santika Premiere Hayam Wuruk,False,8532118,https://www.tripadvisor.com/Hotel_Review-g294229-d8532118-Reviews-Hotel_Santika_Premiere_Hayam_Wuruk-Jakarta_Java.html,251,222,"2,075",Free Wifi Free parking ,False,0
222,property,      Aston at Kuningan Suites,False,1858864,https://www.tripadvisor.com/Hotel_Review-g294229-d1858864-Reviews-Aston_at_Kuningan_Suites-Jakarta_Java.html,640,223,"2,075",Free Wifi Free parking ,False,0
223,property,      favehotel Zainul Arifin,False,8540690,https://www.tripadvisor.com/Hotel_Review-g294229-d8540690-Reviews-Favehotel_Zainul_Arifin-Jakarta_Java.html,229,224,"2,075",Free Wifi Free parking ,False,0
224,property,      favehotel Gatot Subroto,False,5039649,https://www.tripadvisor.com/Hotel_Review-g294229-d5039649-Reviews-Favehotel_Gatot_Subroto-Jakarta_Java.html,455,225,"2,075",Free Wifi Free parking ,False,0
225,property,      FLAT06 Tendean,False,9458913,https://www.tripadvisor.com/Hotel_Review-g294229-d9458913-Reviews-FLAT06_Tendean-Jakarta_Java.html,169,226,"2,075",Free Wifi Free parking ,False,0
226,property,      Swiss-Belinn Kemayoran,False,7154447,https://www.tripadvisor.com/Hotel_Review-g294229-d7154447-Reviews-Swiss_Belinn_Kemayoran-Jakarta_Java.html,240,227,"2,075",Free Wifi Free parking ,False,0
227,property,      Flat06,False,2426242,https://www.tripadvisor.com/Hotel_Review-g294229-d2426242-Reviews-Flat06-Jakarta_Java.html,95,228,"2,075",Free Wifi Free parking ,False,0
228,property,      Teduh Hostel,False,7298692,https://www.tripadvisor.com/Hotel_Review-g294229-d7298692-Reviews-Teduh_Hostel-Jakarta_Java.html,123,229,"2,075",Free Wifi ,False,0
229,property,      favehotel Tanah Abang - Cideng,False,3911983,https://www.tripadvisor.com/Hotel_Review-g294229-d3911983-Reviews-Favehotel_Tanah_Abang_Cideng-Jakarta_Java.html,311,230,"2,075",Free Wifi Free parking ,False,0
230,property,      Rasuna Icon Jakarta,False,2146353,https://www.tripadvisor.com/Hotel_Review-g294229-d2146353-Reviews-Rasuna_Icon_Jakarta-Jakarta_Java.html,357,231,"2,075",Free Wifi Free parking ,False,0
231,property,      Luminor Hotel Kota,False,16816818,https://www.tripadvisor.com/Hotel_Review-g294229-d16816818-Reviews-Luminor_Hotel_Kota-Jakarta_Java.html,32,232,"2,075",Free Wifi Free parking ,False,0
232,property,      Harris Suites Puri Mansion,False,20543006,https://www.tripadvisor.com/Hotel_Review-g294229-d20543006-Reviews-Harris_Suites_Puri_Mansion-Jakarta_Java.html,45,233,"2,075",Free Wifi Free parking ,False,0
233,property,      Ibis budget Jakarta Tanah Abang,False,11380204,https://www.tripadvisor.com/Hotel_Review-g294229-d11380204-Reviews-Ibis_budget_Jakarta_Tanah_Abang-Jakarta_Java.html,148,234,"2,075",Free Wifi Free parking ,False,0
234,property,      Sotis Hotel Kemang Jakarta,False,19886824,https://www.tripadvisor.com/Hotel_Review-g294229-d19886824-Reviews-Sotis_Hotel_Kemang_Jakarta-Jakarta_Java.html,27,235,"2,075",Free Wifi Free parking ,False,0
235,property,      Ibis Jakarta Senen,False,4583663,https://www.tripadvisor.com/Hotel_Review-g294229-d4583663-Reviews-Ibis_Jakarta_Senen-Jakarta_Java.html,221,236,"2,075",Free Wifi Free parking ,False,0
236,property,      Avissa Suites,False,2532591,https://www.tripadvisor.com/Hotel_Review-g294229-d2532591-Reviews-Avissa_Suites-Jakarta_Java.html,155,237,"2,075",Free Wifi Free parking ,False,0
237,property,      Redtop Hotel & Convention Center,False,634505,https://www.tripadvisor.com/Hotel_Review-g294229-d634505-Reviews-Redtop_Hotel_Convention_Center-Jakarta_Java.html,254,238,"2,075",Free Wifi Free parking ,False,0
238,property,      Le Grandeur Mangga Dua,False,301012,https://www.tripadvisor.com/Hotel_Review-g294229-d301012-Reviews-Le_Grandeur_Mangga_Dua-Jakarta_Java.html,353,239,"2,075",Free Wifi Free parking ,False,0
239,property,      Sunlake Hotel,False,557836,https://www.tripadvisor.com/Hotel_Review-g294229-d557836-Reviews-Sunlake_Hotel-Jakarta_Java.html,219,240,"2,075",Free Wifi Pool ,False,0
240,property,      Hotel 88 ITC Fatmawati,False,11622528,https://www.tripadvisor.com/Hotel_Review-g294229-d11622528-Reviews-Hotel_88_ITC_Fatmawati-Jakarta_Java.html,46,241,"2,075",Free Wifi Restaurant ,False,0
